variant,end_to_end_env_steps_per_second,end_to_end_individual_action_chunks_per_second,env_name,episodes_requested,episodes_returned,estimated_individual_action_chunks,log_path,mean_episode_length,mean_episode_reward,model,policy_rpc_count,policy_rpc_deadline_miss_count,policy_rpc_deadline_miss_rate,policy_rpc_deadline_ms,policy_rpc_max_ms,policy_rpc_mean_ms,policy_rpc_median_ms,policy_rpc_p95_ms,policy_rpc_p99_ms,raw_printed_success_rate,raw_video_count,raw_video_dir,returncode,rollout_wall_seconds,rollout_wall_seconds_per_episode,selected_video_count,success_count,success_rate,task_index,task_name,total_episode_steps
p50,2.4519231259146204,0.3176416397959954,libero_sim/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,20,20,235,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_00_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.log,90.7,1.0,cka,79,77,0.9746835443037974,400.0,958.2225029989786,435.2980782785127,429.1400660004001,446.3236621028045,566.0485899599729,1.0,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/00_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,739.8274361980002,36.99137180990001,3,20,1.0,0,black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1814
p50,3.244567747828234,0.4154463321106681,libero_sim/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,20,20,305,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_01_pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.log,119.1,1.0,cka,79,79,1.0,400.0,458.3387849997962,434.93328879748896,435.14308700105175,451.89440740105056,457.92709241963166,1.0,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/01_pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,734.150181205001,36.70750906025005,3,20,1.0,1,black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,2382
p50,3.735179684346076,0.4840360770036906,libero_sim/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,20,20,233,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_02_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.log,89.9,1.0,cka,49,49,1.0,400.0,450.02529700286686,420.2467661224156,421.7407230025856,432.0176189990889,442.7637173206312,1.0,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/02_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,481.3690777810007,24.068453889050037,3,20,1.0,2,black_bowl_from_table_center_and_place_it_on_the_plate,1798
p50,2.394222954620081,0.3055023106794594,libero_sim/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,20,20,227,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_03_pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.log,88.95,1.0,cka,78,78,1.0,400.0,463.4974939981476,421.065685525835,423.22240749854245,432.147744651229,442.8522786406394,1.0,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/03_pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,743.0385698070022,37.15192849035011,3,20,1.0,3,black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1779
p50,3.441213565125973,0.4386157671849258,libero_sim/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,20,20,434,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_04_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.log,170.25,0.95,cka,107,107,1.0,400.0,456.94181300132186,435.64251497208096,436.7648630031909,448.353054200561,451.27116085954185,0.95,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/04_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,989.4765133169968,49.47382566584984,3,19,0.95,4,black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,3405
p50,3.844349215335538,0.4837225514886089,libero_sim/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,20,20,913,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_05_pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.log,362.8,0.6,cka,215,215,1.0,400.0,443.9435750027769,420.3086307255225,420.7032209997124,434.46315610017336,440.9780282784049,0.6,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/05_pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1887.4455970480008,94.37227985240006,3,12,0.6,5,black_bowl_on_the_ramekin_and_place_it_on_the_plate,7256
p50,3.28188660310772,0.422801607427391,libero_sim/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,20,20,286,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_06_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.log,111.0,1.0,cka,72,72,1.0,400.0,439.3982569999935,420.94362124963584,420.5360224987089,434.6623855499274,437.6199895812533,1.0,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/06_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,676.4401908030013,33.82200954015006,3,20,1.0,6,black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2220
p50,3.844167185285754,0.4823968860509172,libero_sim/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,20,20,1125,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_07_pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.log,448.25,0.45,cka,270,269,0.9962962962962963,400.0,443.7157569991541,419.0761182555838,418.5945425015234,432.5420766490424,437.6491197181531,0.4285714285714285,21,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/07_pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,2332.104606249999,116.60523031249996,3,9,0.45,7,black_bowl_on_the_stove_and_place_it_on_the_plate,8965
p50,3.0423354232972684,0.3896470202426802,libero_sim/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,20,20,328,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_08_pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.log,128.05,0.95,cka,95,95,1.0,400.0,439.276258002792,418.78741874721817,419.6379219974915,432.3126550978486,436.8044593807281,0.95,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/08_pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,841.7875229630008,42.08937614815004,3,19,0.95,8,black_bowl_next_to_the_plate_and_place_it_on_the_plate,2561
p50,3.582296118492296,0.4532421298544899,libero_sim/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,20,20,727,/tmp/gr00t_p50_libero_spatial_eval/logs/success_rate/cka_task_09_pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.log,287.3,0.75,cka,188,185,0.9840425531914894,400.0,448.4412650017475,418.07765530325497,417.87024950099294,432.6316896489516,436.7095862822316,0.75,20,/tmp/gr00t_p50_libero_spatial_eval/rollouts/videos/cka/09_pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,1603.999169789,80.19995848945,3,15,0.75,9,black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,5746
