name,Params,Latency,VRAM,MSE,MAE,SR
Baseline,1.0,1.0,1.0,1.0,1.0,1.0
P25,0.8508703365377276,0.851736433547783,0.8511080178164797,6.242301704948177,2.4560623171354408,1.005050505050505
P37,0.7763055048065913,0.7573303879165243,0.7774209112093936,16.297489147905036,3.9989738063032014,0.9646464646464646
P50,0.7012404008122096,0.6430171064392028,0.7020929732840935,24.394207339264263,4.918560422758943,0.8787878787878788
