variant,end_to_end_env_steps_per_second,end_to_end_individual_action_chunks_per_second,env_name,episodes_requested,episodes_returned,estimated_individual_action_chunks,log_path,mean_episode_length,mean_episode_reward,model,policy_rpc_count,policy_rpc_deadline_miss_count,policy_rpc_deadline_miss_rate,policy_rpc_deadline_ms,policy_rpc_max_ms,policy_rpc_mean_ms,policy_rpc_median_ms,policy_rpc_p95_ms,policy_rpc_p99_ms,raw_printed_success_rate,raw_video_count,raw_video_dir,returncode,rollout_wall_seconds,rollout_wall_seconds_per_episode,selected_video_count,success_count,success_rate,task_index,task_name,total_episode_steps,original_success_count,original_success_rate,success_rate_provenance
p50,6.251645389072916,0.7849988704517393,libero_sim/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,20,20,1357,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_00_living_room_scene2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket.log,540.35,0.55,cka,279,164,0.5878136200716846,400.0,3068.585582999731,413.8071160501734,404.2409260000568,425.0878161998117,433.6606522797045,0.55,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/00_living_room_scene2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,1728.6649077839998,86.43324538919998,3,11,0.55,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10807,,,
p50,5.975094883725982,0.7530233769352477,libero_sim/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,20,20,905,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_01_living_room_scene2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket.log,359.05,0.8,cka,190,119,0.6263157894736842,400.0,435.1068019996092,406.5261049000056,406.25643549992674,426.8007023003975,429.3295273594231,0.8,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/01_living_room_scene2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,1201.8219191059998,60.09109595529999,3,16,0.8,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,7181,,,
p50,4.382753660817008,0.5509447625428434,libero_sim/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,20,20,1155,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_02_kitchen_scene3_turn_on_the_stove_and_put_the_moka_pot_on_it.log,459.4,0.55,cka,254,157,0.6181102362204725,400.0,433.2778509997297,406.33504949209606,405.2801450002335,425.6950910999876,430.7073405702158,0.55,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/02_kitchen_scene3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,2096.398910608,104.8199455304,3,11,0.55,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,9188,,,
p50,5.55040356180886,0.7028660745313687,libero_sim/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,20,20,785,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_03_kitchen_scene4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it.log,309.95,0.85,cka,188,118,0.6276595744680851,400.0,431.5775169998233,406.6294629095081,405.9351144996981,426.2291874990297,430.6864440896243,0.85,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/03_kitchen_scene4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,1116.8557260690004,55.84278630345002,3,17,0.85,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,6199,,,
p50,8.1568728051331,1.0249585712641014,libero_sim/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,20,958,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_04_living_room_scene5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on.log,381.2,0.7,cka,208,202,0.971153846153846,400.0,450.6456440012698,425.72652587508543,425.1441260003048,446.3562934507536,450.39467899088777,0.7142857142857143,21,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/04_living_room_scene5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on,0,934.6719241719984,46.73359620859992,3,14,0.7,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,7624,,,
p50,7.293542623874329,0.9202307311920446,libero_sim/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,20,20,741,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_05_study_scene1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy.log,293.65,0.8,cka,158,95,0.6012658227848101,400.0,431.4328809996368,407.5591004810559,405.366949999916,427.2917049502212,430.70284233952407,0.8,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/05_study_scene1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,805.2328344220005,40.26164172110002,3,16,0.8,5,STUDY_SCENE1_book_and_place_it_in_the_back_compartment_of_the_caddy,5873,,,
p50,7.925724588031457,0.99423846570525,libero_sim/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,20,20,1270,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_06_living_room_scene6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_rig.log,506.2,0.45,cka,282,277,0.9822695035460992,400.0,446.8283740006882,419.5751022694783,418.9197999994576,439.3861745002141,443.835574890345,0.45,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/06_living_room_scene6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_rig,0,1277.3595508590006,63.86797754295003,3,9,0.45,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,10124,,,
p50,6.093402665213415,0.7695836312023762,libero_sim/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,20,20,815,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_07_living_room_scene1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket.log,322.65,0.85,cka,190,124,0.6526315789473685,400.0,430.6158979998145,406.8782027210162,405.793442499089,426.6238882502876,430.08968959051344,0.85,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/07_living_room_scene1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,1059.0142084060008,52.95071042030004,3,17,0.85,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,6453,,,
p50,4.489338876112224,0.5626570645147491,libero_sim/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,20,20,1558,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_08_kitchen_scene8_put_both_moka_pots_on_the_stove.log,621.55,0.35,cka,355,205,0.5774647887323944,400.0,454.20422999995935,404.5530000985207,403.2221809993644,425.68920430021535,436.3999567403153,0.35,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/08_kitchen_scene8_put_both_moka_pots_on_the_stove,0,2769.0046002420004,138.4502300121,3,7,0.35,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12431,,,
p50,7.283973891833023,0.9137625066960544,libero_sim/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,20,20,1399,/tmp/gr00t_p50_libero_10_eval/logs/success_rate/cka_task_09_kitchen_scene6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it.log,557.6,0.45,cka,302,230,0.7615894039735099,400.0,449.1295990010258,410.6941120098721,410.4735034998157,429.0336229007153,436.65964454870846,0.45,20,/tmp/gr00t_p50_libero_10_eval/rollouts/videos/cka/09_kitchen_scene6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,1531.0323959980014,76.55161979990007,3,9,0.45,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,11152,,,
