name,Params,Latency,VRAM,MSE,MAE,SR
Baseline,1.0,,,,,1.0
P25,0.8508703365377276,,,,,1.005050505050505
P37,0.7758052325433459,,,,,1.005050505050505
P50,0.7012404008122096,,,,,1.0
P75,0.5506099205602007,,,,,0.9696969696969697
