variant,trajectory_id,step,seed,latency_ms,peak_allocated_gib,peak_reserved_gib,mse,mae
baseline,21,8,21000050,189.01728500009085,5.946732044219971,6.076171875,0.000224336356041,0.0080217141658067
baseline,21,16,21000058,191.83130399994752,5.946732044219971,6.076171875,0.000159860443091,0.0082902517169713
baseline,21,24,21000066,192.86708900006036,5.946732044219971,6.076171875,0.0002443161502014,0.009735713712871
baseline,21,32,21000074,191.5073039999697,5.946732044219971,6.076171875,0.0012138478923588,0.0183673221617937
baseline,21,40,21000082,193.8306120000561,5.946732044219971,6.076171875,0.0007296201656572,0.0162469688802957
baseline,21,48,21000090,188.58717000000524,5.946732044219971,6.076171875,0.0003821259015239,0.0126099288463592
baseline,21,56,21000098,189.4644400000516,5.946732044219971,6.076171875,0.0004094843170605,0.0107548749074339
baseline,11,0,11000042,192.16849899999036,5.944668769836426,6.076171875,0.0002591177180875,0.0095827216282486
baseline,11,8,11000050,191.04292800000167,5.944668769836426,6.076171875,0.0002037227677647,0.007866034284234
baseline,11,16,11000058,192.95383300004687,5.944668769836426,6.076171875,0.0002023567358264,0.0082139624282717
baseline,11,24,11000066,191.2028309999414,5.944668769836426,6.076171875,0.0002399321092525,0.0097154695540666
baseline,11,32,11000074,192.8436890000285,5.944668769836426,6.076171875,0.0002919368853326,0.0112038059160113
baseline,11,40,11000082,192.35184199999367,5.944668769836426,6.076171875,0.0002528332115616,0.0107726901769638
baseline,11,48,11000090,192.5831810000318,5.944668769836426,6.076171875,0.0004782201722264,0.013315349817276
baseline,11,56,11000098,189.43967200004863,5.944668769836426,6.076171875,0.0001035478708217,0.0056969681754708
baseline,15,0,15000042,193.5914670000329,5.946040153503418,6.076171875,0.0003927376528736,0.0109175397083163
baseline,15,8,15000050,189.2949169999838,5.946040153503418,6.076171875,0.000211218764889,0.0094793364405632
baseline,15,16,15000058,189.0491460000021,5.946040153503418,6.076171875,0.0001695071405265,0.0084119196981191
baseline,15,24,15000066,193.72968699997276,5.946040153503418,6.076171875,0.0001846928644226,0.0087888538837432
baseline,15,32,15000074,190.82356800004163,5.946040153503418,6.076171875,0.0001915942702908,0.0085813701152801
baseline,15,40,15000082,191.8355860000247,5.946040153503418,6.076171875,0.0003859910357277,0.0108946906402707
baseline,15,48,15000090,197.45124600001415,5.946040153503418,6.076171875,0.0008923822315409,0.0163126476109027
baseline,15,56,15000098,193.48066500003824,5.946040153503418,6.076171875,0.0004354019183665,0.0107618058100342
baseline,23,0,23000042,196.0114500000145,5.946319580078125,6.076171875,0.0002482878044247,0.0089400028809905
baseline,23,8,23000050,192.21501499998797,5.946319580078125,6.076171875,0.0002344869717489,0.0080789709463715
baseline,23,16,23000058,192.7066959999593,5.946319580078125,6.076171875,0.0002661535108927,0.0086404904723167
baseline,23,24,23000066,193.3097439999756,5.946319580078125,6.076171875,0.0001239183038705,0.0069685173220932
baseline,23,32,23000074,192.9610680000451,5.946319580078125,6.076171875,0.000373784743715,0.0114356102421879
baseline,23,40,23000082,191.50013400007992,5.946319580078125,6.076171875,0.0005826772539876,0.0115532195195555
baseline,23,48,23000090,224.1612499999519,5.946319580078125,6.076171875,0.0002157205890398,0.0079818535596132
baseline,23,56,23000098,194.8453969999946,5.946319580078125,6.076171875,0.0011620641453191,0.0151196476072072
baseline,26,0,26000042,196.71914799994283,5.946169853210449,6.076171875,0.0007851681439206,0.0144613217562437
baseline,26,8,26000050,189.795925999988,5.946169853210449,6.076171875,0.0001438836188754,0.0076253614388406
baseline,26,16,26000058,190.1689599999372,5.946169853210449,6.076171875,9.429286728845908e-05,0.006415382027626
baseline,26,24,26000066,185.66486700001408,5.946169853210449,6.076171875,6.178204057505354e-05,0.005374704953283
baseline,26,32,26000074,190.95671599995967,5.946169853210449,6.076171875,0.0001082383096218,0.006582164671272
baseline,26,40,26000082,188.5431619999736,5.946169853210449,6.076171875,0.0003192325239069,0.0105895083397626
baseline,26,48,26000090,191.25096800007668,5.946169853210449,6.076171875,0.0001587598962942,0.0086234686896204
baseline,26,56,26000098,194.40339100003712,5.946169853210449,6.076171875,0.0001833963469834,0.0100648235529661
p25,43,0,43000042,171.1691730001803,5.063216209411621,5.173828125,0.0027203212957829,0.0272571835666894
p25,43,8,43000050,171.1368159999438,5.063216209411621,5.173828125,0.002541562076658,0.0289165880531072
p25,43,16,43000058,195.3277719999278,5.063216209411621,5.173828125,0.0040762750431895,0.0336772426962852
p25,43,24,43000066,159.59278000036647,5.063216209411621,5.173828125,0.0113696306943893,0.0357525087893009
p25,43,32,43000074,165.33715300010954,5.063216209411621,5.173828125,0.022467715665698,0.0572561621665954
p25,43,40,43000082,161.52202200009924,5.063216209411621,5.173828125,0.0020436230115592,0.0248141791671514
p25,43,48,43000090,160.399716000029,5.063216209411621,5.173828125,0.0034685847349464,0.0321282297372818
p25,43,56,43000098,166.54046599978756,5.063216209411621,5.173828125,0.0036518014967441,0.0370610877871513
p25,2,0,2000042,162.10227700003088,5.063315391540527,5.173828125,0.0014635007828474,0.0239562354981899
p25,2,8,2000050,161.52826099960294,5.063315391540527,5.173828125,0.000469841324957,0.0137552376836538
p25,2,16,2000058,164.4156259999363,5.063315391540527,5.173828125,0.0003808019682765,0.0137869967147707
p25,2,24,2000066,163.4148099997219,5.063315391540527,5.173828125,0.0010744334431365,0.0196379553526639
p25,2,32,2000074,164.44882300038444,5.063315391540527,5.173828125,0.0021253698505461,0.0357555411756038
p25,2,40,2000082,171.01885399961247,5.063315391540527,5.173828125,0.0011726550292223,0.0234157182276248
p25,2,48,2000090,161.36937100009163,5.063315391540527,5.173828125,0.0004854721191804,0.0137066263705492
p25,2,56,2000098,162.69340300004842,5.063315391540527,5.173828125,0.0093915769830346,0.0233738701790571
p25,4,0,4000042,166.23123899989878,5.063816547393799,5.216796875,0.002667489927262,0.0336462222039699
p25,4,8,4000050,173.69972899996355,5.063816547393799,5.216796875,0.0016569904983043,0.0249673034995794
p25,4,16,4000058,174.5441610000853,5.063816547393799,5.216796875,0.0008904013084247,0.0183944832533597
p25,4,24,4000066,174.96448500014594,5.063816547393799,5.216796875,0.0015837281243875,0.0236163698136806
p25,4,32,4000074,167.674358000113,5.063816547393799,5.216796875,0.0013153592590242,0.0193288959562778
p25,4,40,4000082,167.34342900008414,5.063816547393799,5.216796875,0.0004624875437002,0.0123836603015661
p25,4,48,4000090,168.27567100017404,5.063816547393799,5.216796875,0.0003367110330145,0.0123102143406867
p25,4,56,4000098,168.17727499983448,5.063816547393799,5.216796875,0.0006055629928596,0.0154419923201203
p25,12,0,12000042,167.709190000096,5.063315391540527,5.216796875,0.0039598983712494,0.0342864580452442
p25,12,8,12000050,172.7654729997994,5.063315391540527,5.216796875,0.0018931899685412,0.0236329287290573
p25,12,16,12000058,167.20902799988835,5.063315391540527,5.216796875,0.0016133999451994,0.0234475303441286
p25,12,24,12000066,162.11677000001146,5.063315391540527,5.216796875,0.0008864316041581,0.0159586481750011
p25,12,32,12000074,163.20182199979172,5.063315391540527,5.216796875,0.0016439134487882,0.0248714219778776
p25,12,40,12000082,166.63794800024334,5.063315391540527,5.216796875,0.020438453182578,0.0494272299110889
p25,12,48,12000090,161.86117200004446,5.063315391540527,5.216796875,0.0099511472508311,0.029833048582077
p25,12,56,12000098,170.44450399998823,5.063315391540527,5.216796875,0.0030229191761463,0.0328232832252979
p25,10,0,10000042,168.96758200027762,5.063816547393799,5.216796875,0.0012216818286105,0.0225029923021793
p25,10,8,10000050,169.4829859998208,5.063816547393799,5.216796875,0.0008454633061774,0.0194367133080959
p25,10,16,10000058,173.91904899977817,5.063816547393799,5.216796875,0.000587438524235,0.0169524885714054
p25,10,24,10000066,162.42028400029085,5.063816547393799,5.216796875,0.0233347676694393,0.0515656657516956
p25,10,32,10000074,162.3713859999043,5.063816547393799,5.216796875,0.000544722948689,0.0147479260340332
p25,10,40,10000082,173.57919500000207,5.063816547393799,5.216796875,0.002028893912211,0.0215462446212768
p25,10,48,10000090,165.5062499999076,5.063816547393799,5.216796875,0.0007037104805931,0.0166076477617025
p25,10,56,10000098,165.17333100000542,5.063816547393799,5.216796875,0.0006391992792487,0.017688937485218
p25,21,0,21000042,164.12261300001774,5.063816547393799,5.216796875,0.0098653864115476,0.0434964634478092
p25,21,8,21000050,163.7510820000898,5.063816547393799,5.216796875,0.0013213764177635,0.0178317129611969
p25,21,16,21000058,164.57934600020965,5.063816547393799,5.216796875,0.00591332744807,0.0437778308987617
p25,21,24,21000066,170.881381000072,5.063816547393799,5.216796875,0.0020665670745074,0.0262663569301366
p25,21,32,21000074,164.6517520002817,5.063816547393799,5.216796875,0.0014589538332074,0.0237769875675439
p25,21,40,21000082,165.1447639997059,5.063816547393799,5.216796875,0.0021115303970873,0.0270713530480861
p25,21,48,21000090,165.43621199980407,5.063816547393799,5.216796875,0.0006958019803278,0.0168133322149515
p25,21,56,21000098,163.66171799973017,5.063816547393799,5.216796875,0.0006937216967344,0.0171628389507532
p25,11,0,11000042,163.0418190002274,5.061905860900879,5.216796875,0.0028105084784328,0.0298814512789249
p25,11,8,11000050,166.8315699998857,5.061905860900879,5.216796875,0.0014411261072382,0.0225035790354013
p25,11,16,11000058,165.27873199993337,5.061905860900879,5.216796875,0.0017477134242653,0.0241042245179414
p25,11,24,11000066,166.8164309999156,5.061905860900879,5.216796875,0.0208600927144289,0.0536381416022777
p25,11,32,11000074,164.01514900007896,5.061905860900879,5.216796875,0.0008658681763336,0.016874860972166
p25,11,40,11000082,164.155901000413,5.061905860900879,5.216796875,0.0004434510774444,0.0124054746702313
p25,11,48,11000090,165.89781799984848,5.061905860900879,5.216796875,0.0010948956478387,0.019306881353259
p25,11,56,11000098,167.03511200012144,5.061905860900879,5.216796875,0.0002740912023,0.0094374930486083
p25,15,0,15000042,162.4408669999866,5.063216209411621,5.216796875,0.0084711909294128,0.0529419891536235
p25,15,8,15000050,164.58114899978682,5.063216209411621,5.216796875,0.0006669858121313,0.0158890858292579
p25,15,16,15000058,163.41521899994405,5.063216209411621,5.216796875,0.0076591568067669,0.0530106909573078
p25,15,24,15000066,169.2826209996383,5.063216209411621,5.216796875,0.0130033893510699,0.0454265736043453
p25,15,32,15000074,167.7476539998679,5.063216209411621,5.216796875,0.000798363238573,0.0181384086608886
p25,15,40,15000082,198.4633140000369,5.063216209411621,5.216796875,0.0017863679677248,0.0273891128599643
p25,15,48,15000090,163.03056500009916,5.063216209411621,5.216796875,0.0034083824139088,0.035107284784317
p25,15,56,15000098,166.871927000102,5.063216209411621,5.216796875,0.0045863497070968,0.037795815616846
p25,23,0,23000042,163.2287610000276,5.063434600830078,5.216796875,0.0108931744471192,0.0553741194307804
p25,23,8,23000050,168.10645899977317,5.063434600830078,5.216796875,0.0049083125777542,0.0410255827009677
p25,23,16,23000058,189.35917300041183,5.063434600830078,5.216796875,0.0007215928053483,0.0145059181377291
p25,23,24,23000066,161.5516810002191,5.063434600830078,5.216796875,0.0107687404379248,0.0290988702327013
p25,23,32,23000074,164.1265299999759,5.063434600830078,5.216796875,0.0007896603201515,0.0171650778502225
p25,23,40,23000082,162.76928199977192,5.063434600830078,5.216796875,0.0008542498690076,0.0160809364169836
p25,23,48,23000090,164.08599099986532,5.063434600830078,5.216796875,0.0003018611751031,0.0090280193835496
p25,23,56,23000098,161.5150520001407,5.063434600830078,5.216796875,0.0019950738642364,0.0230754297226667
p25,26,0,26000042,165.30544199986252,5.063315391540527,5.216796875,0.0015270591247826,0.024750804528594
p25,26,8,26000050,164.55332599980466,5.063315391540527,5.216796875,0.0008731276611797,0.0185863934457302
p25,26,16,26000058,161.57927799986282,5.063315391540527,5.216796875,0.0002280204353155,0.0097089167684316
p25,26,24,26000066,162.2716980000405,5.063315391540527,5.216796875,0.000460265611764,0.015571229159832
p25,26,32,26000074,159.1486810002607,5.063315391540527,5.216796875,0.0004366847861092,0.012654585763812
p25,26,40,26000082,161.4891629997146,5.063315391540527,5.216796875,0.0009525479399599,0.0213321838527917
p25,26,48,26000090,162.75487599978078,5.063315391540527,5.216796875,0.0008486789884045,0.0174281112849712
p25,26,56,26000098,163.2004110001617,5.063315391540527,5.216796875,0.0004319134168326,0.013651905581355
p37,43,0,43000042,174.66634200172848,4.624855995178223,4.71484375,0.0033499710261821,0.027105838060379
p37,43,8,43000050,175.64833500000532,4.624855995178223,4.71484375,0.0022163903340697,0.0307562816888093
p37,43,16,43000058,168.7176819996239,4.624855995178223,4.71484375,0.0028398798312991,0.0304813776165246
p37,43,24,43000066,168.50845100088918,4.624855995178223,4.71484375,0.0142066767439246,0.0501034595072269
p37,43,32,43000074,172.1022299989272,4.624855995178223,4.71484375,0.0229115970432758,0.0660136416554451
p37,43,40,43000082,164.88711000056355,4.624855995178223,4.71484375,0.00579868350178,0.0432386137545108
p37,43,48,43000090,161.5701699993224,4.624855995178223,4.71484375,0.0052977567538619,0.0357923731207847
p37,43,56,43000098,164.1035140000895,4.624855995178223,4.71484375,0.0066822925582528,0.0541268326342105
p37,2,0,2000042,170.61890399963886,4.624939918518066,4.71484375,0.0009738538064993,0.0214664377272129
p37,2,8,2000050,174.4777530002466,4.624939918518066,4.71484375,0.0007219131221063,0.0193968005478382
p37,2,16,2000058,162.29965799902857,4.624939918518066,4.71484375,0.0026402508374303,0.0357242636382579
p37,2,24,2000066,165.18338800051424,4.624939918518066,4.71484375,0.0025122878141701,0.0357169583439827
p37,2,32,2000074,161.81670999867492,4.624939918518066,4.71484375,0.0040536881424486,0.0437484756112098
p37,2,40,2000082,174.04397700011032,4.624939918518066,4.71484375,0.0019643646664917,0.030858950689435
p37,2,48,2000090,161.44881899890606,4.624939918518066,4.71484375,0.0009841063292697,0.0219126474112272
p37,2,56,2000098,186.5697260000161,4.624939918518066,4.71484375,0.0181517042219638,0.0344831272959709
p37,4,0,4000042,175.28767800104106,4.625410556793213,4.7578125,0.0011079401010647,0.0229300167411565
p37,4,8,4000050,167.3463889983395,4.625410556793213,4.7578125,0.0024382777046412,0.0287643931806087
p37,4,16,4000058,165.31140599909122,4.625410556793213,4.7578125,0.0014948763418942,0.0251169856637716
p37,4,24,4000066,162.8552820002369,4.625410556793213,4.7578125,0.0021278790663927,0.0260059740394353
p37,4,32,4000074,171.2309569993522,4.625410556793213,4.7578125,0.0426829196512699,0.1063620075583458
p37,4,40,4000082,172.65492000115046,4.625410556793213,4.7578125,0.0003205578250344,0.0118085760623216
p37,4,48,4000090,164.7001140008797,4.625410556793213,4.7578125,0.0007782763568684,0.0187421441078186
p37,4,56,4000098,163.1948630001716,4.625410556793213,4.7578125,0.0142098655924201,0.0479859709739685
p37,12,0,12000042,168.15197500000068,4.624939918518066,4.7578125,0.0072705298662185,0.0471149869263172
p37,12,8,12000050,164.7825929994724,4.624939918518066,4.7578125,0.0018044795142486,0.0277846120297908
