env_name,model,outcome,selected_path,size_bytes,source,task_index,video_index
libero_sim/pick_up_the_butter_and_place_it_in_the_basket,baseline,fail,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/06_pick_up_the_butter_and_place_it_in_the_basket/video_pick_up_the_butter_and_place_it_in_the_basket_baseline_fail_01.mp4,1560415,/tmp/gr00t_final_eval/rollouts/videos/baseline/06_pick_up_the_butter_and_place_it_in_the_basket/5427e4f6-b298-4495-8b1e-49c3cdceddf4_s0.mp4,6,1
libero_sim/pick_up_the_butter_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/06_pick_up_the_butter_and_place_it_in_the_basket/video_pick_up_the_butter_and_place_it_in_the_basket_baseline_success_02.mp4,301226,/tmp/gr00t_final_eval/rollouts/videos/baseline/06_pick_up_the_butter_and_place_it_in_the_basket/c73d16be-cfe1-4d6e-8442-9d8b3dcf0d52_s1.mp4,6,2
libero_sim/pick_up_the_butter_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/06_pick_up_the_butter_and_place_it_in_the_basket/video_pick_up_the_butter_and_place_it_in_the_basket_baseline_success_03.mp4,347934,/tmp/gr00t_final_eval/rollouts/videos/baseline/06_pick_up_the_butter_and_place_it_in_the_basket/e3d33b38-4e50-4209-aef7-13008acbe260_s1.mp4,6,3
libero_sim/pick_up_the_milk_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/07_pick_up_the_milk_and_place_it_in_the_basket/video_pick_up_the_milk_and_place_it_in_the_basket_baseline_success_01.mp4,284619,/tmp/gr00t_final_eval/rollouts/videos/baseline/07_pick_up_the_milk_and_place_it_in_the_basket/937df5b8-3cff-46d0-bfeb-4d0ab117e289_s1.mp4,7,1
libero_sim/pick_up_the_milk_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/07_pick_up_the_milk_and_place_it_in_the_basket/video_pick_up_the_milk_and_place_it_in_the_basket_baseline_success_02.mp4,281045,/tmp/gr00t_final_eval/rollouts/videos/baseline/07_pick_up_the_milk_and_place_it_in_the_basket/23b7720d-6453-4516-a127-6d4b58874f3d_s1.mp4,7,2
libero_sim/pick_up_the_milk_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/07_pick_up_the_milk_and_place_it_in_the_basket/video_pick_up_the_milk_and_place_it_in_the_basket_baseline_success_03.mp4,281948,/tmp/gr00t_final_eval/rollouts/videos/baseline/07_pick_up_the_milk_and_place_it_in_the_basket/4c204ba2-517d-438b-8e23-7d7e8bdc207a_s1.mp4,7,3
libero_sim/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,baseline,fail,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/video_pick_up_the_chocolate_pudding_and_place_it_in_the_basket_baseline_fail_01.mp4,1132269,/tmp/gr00t_final_eval/rollouts/videos/baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/743c2768-aa77-442b-a7b5-28ff772e7b11_s0.mp4,8,1
libero_sim/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/video_pick_up_the_chocolate_pudding_and_place_it_in_the_basket_baseline_success_02.mp4,322768,/tmp/gr00t_final_eval/rollouts/videos/baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/44587a2f-4f3d-4859-b277-70e557e5084b_s1.mp4,8,2
libero_sim/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/video_pick_up_the_chocolate_pudding_and_place_it_in_the_basket_baseline_success_03.mp4,311577,/tmp/gr00t_final_eval/rollouts/videos/baseline/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/696ce4af-a793-43fb-8655-13804258e2be_s1.mp4,8,3
libero_sim/pick_up_the_orange_juice_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/09_pick_up_the_orange_juice_and_place_it_in_the_basket/video_pick_up_the_orange_juice_and_place_it_in_the_basket_baseline_success_01.mp4,255731,/tmp/gr00t_final_eval/rollouts/videos/baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/6162f2c6-5266-4266-9627-29d6436df356_s1.mp4,9,1
libero_sim/pick_up_the_orange_juice_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/09_pick_up_the_orange_juice_and_place_it_in_the_basket/video_pick_up_the_orange_juice_and_place_it_in_the_basket_baseline_success_02.mp4,259167,/tmp/gr00t_final_eval/rollouts/videos/baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/fe9b99fe-279d-4512-878e-248090999e8e_s1.mp4,9,2
libero_sim/pick_up_the_orange_juice_and_place_it_in_the_basket,baseline,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/09_pick_up_the_orange_juice_and_place_it_in_the_basket/video_pick_up_the_orange_juice_and_place_it_in_the_basket_baseline_success_03.mp4,268678,/tmp/gr00t_final_eval/rollouts/videos/baseline/09_pick_up_the_orange_juice_and_place_it_in_the_basket/8182cf72-fb22-4188-90f7-36292fac14b2_s1.mp4,9,3
libero_sim/pick_up_the_alphabet_soup_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/video_pick_up_the_alphabet_soup_and_place_it_in_the_basket_cka_success_01.mp4,302349,/tmp/gr00t_final_eval/rollouts/videos/cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/56114eb2-0863-4797-90d5-b0701d30ad58_s1.mp4,0,1
libero_sim/pick_up_the_alphabet_soup_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/video_pick_up_the_alphabet_soup_and_place_it_in_the_basket_cka_success_02.mp4,319304,/tmp/gr00t_final_eval/rollouts/videos/cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/7c841337-039c-4e57-8492-6789aeb60744_s1.mp4,0,2
libero_sim/pick_up_the_alphabet_soup_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/video_pick_up_the_alphabet_soup_and_place_it_in_the_basket_cka_success_03.mp4,308029,/tmp/gr00t_final_eval/rollouts/videos/cka/00_pick_up_the_alphabet_soup_and_place_it_in_the_basket/6eda39f8-c6f4-4ed5-8dcb-ec6c3d0e385e_s1.mp4,0,3
libero_sim/pick_up_the_cream_cheese_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/video_pick_up_the_cream_cheese_and_place_it_in_the_basket_cka_success_01.mp4,301246,/tmp/gr00t_final_eval/rollouts/videos/cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/7eaf4de6-16d5-4814-8a3d-729ae09f2c94_s1.mp4,1,1
libero_sim/pick_up_the_cream_cheese_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/video_pick_up_the_cream_cheese_and_place_it_in_the_basket_cka_success_02.mp4,334468,/tmp/gr00t_final_eval/rollouts/videos/cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/8dbaa179-6093-40a9-9415-cfd2d13dc906_s1.mp4,1,2
libero_sim/pick_up_the_cream_cheese_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/video_pick_up_the_cream_cheese_and_place_it_in_the_basket_cka_success_03.mp4,335488,/tmp/gr00t_final_eval/rollouts/videos/cka/01_pick_up_the_cream_cheese_and_place_it_in_the_basket/3cb9d3b9-34d2-43b5-bdd6-7ddfdc456108_s1.mp4,1,3
libero_sim/pick_up_the_salad_dressing_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/video_pick_up_the_salad_dressing_and_place_it_in_the_basket_cka_success_01.mp4,275940,/tmp/gr00t_final_eval/rollouts/videos/cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/1d7e6b65-c891-48ad-b5ce-82909bb51281_s1.mp4,2,1
libero_sim/pick_up_the_salad_dressing_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/video_pick_up_the_salad_dressing_and_place_it_in_the_basket_cka_success_02.mp4,274964,/tmp/gr00t_final_eval/rollouts/videos/cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/b6009a71-99e5-4006-9705-ca5d6503181a_s1.mp4,2,2
libero_sim/pick_up_the_salad_dressing_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/video_pick_up_the_salad_dressing_and_place_it_in_the_basket_cka_success_03.mp4,287073,/tmp/gr00t_final_eval/rollouts/videos/cka/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/8aeadacd-455c-4156-ac97-8bc0848939c3_s1.mp4,2,3
libero_sim/pick_up_the_bbq_sauce_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/video_pick_up_the_bbq_sauce_and_place_it_in_the_basket_cka_success_01.mp4,268715,/tmp/gr00t_final_eval/rollouts/videos/cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/819f82a6-9a8a-4747-a150-f7c32577232d_s1.mp4,3,1
libero_sim/pick_up_the_bbq_sauce_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/video_pick_up_the_bbq_sauce_and_place_it_in_the_basket_cka_success_02.mp4,279203,/tmp/gr00t_final_eval/rollouts/videos/cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/d02c736e-1829-4c7f-a301-f930f17cd248_s1.mp4,3,2
libero_sim/pick_up_the_bbq_sauce_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/video_pick_up_the_bbq_sauce_and_place_it_in_the_basket_cka_success_03.mp4,275259,/tmp/gr00t_final_eval/rollouts/videos/cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/a0e604d6-50b0-4288-8234-3c50e0f5302f_s1.mp4,3,3
libero_sim/pick_up_the_ketchup_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/04_pick_up_the_ketchup_and_place_it_in_the_basket/video_pick_up_the_ketchup_and_place_it_in_the_basket_cka_success_01.mp4,281520,/tmp/gr00t_final_eval/rollouts/videos/cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/507605f1-1128-4d8a-b971-8e92dcb381c4_s1.mp4,4,1
libero_sim/pick_up_the_ketchup_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/04_pick_up_the_ketchup_and_place_it_in_the_basket/video_pick_up_the_ketchup_and_place_it_in_the_basket_cka_success_02.mp4,280138,/tmp/gr00t_final_eval/rollouts/videos/cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/b8265b9e-1f59-4ea9-97a8-e272e087913e_s1.mp4,4,2
libero_sim/pick_up_the_ketchup_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/04_pick_up_the_ketchup_and_place_it_in_the_basket/video_pick_up_the_ketchup_and_place_it_in_the_basket_cka_success_03.mp4,287187,/tmp/gr00t_final_eval/rollouts/videos/cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/592518d7-5b4d-412c-957e-14a160b54d4a_s1.mp4,4,3
libero_sim/pick_up_the_tomato_sauce_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/video_pick_up_the_tomato_sauce_and_place_it_in_the_basket_cka_success_01.mp4,300906,/tmp/gr00t_final_eval/rollouts/videos/cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/d00127fc-7b1c-499d-832b-61ec61995fa8_s1.mp4,5,1
libero_sim/pick_up_the_tomato_sauce_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/video_pick_up_the_tomato_sauce_and_place_it_in_the_basket_cka_success_02.mp4,341349,/tmp/gr00t_final_eval/rollouts/videos/cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/2c9a4496-74d6-4f24-bc1a-9c8478e0df4b_s1.mp4,5,2
libero_sim/pick_up_the_tomato_sauce_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/video_pick_up_the_tomato_sauce_and_place_it_in_the_basket_cka_success_03.mp4,348746,/tmp/gr00t_final_eval/rollouts/videos/cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/87511377-6147-4694-9738-b13b20589e49_s1.mp4,5,3
libero_sim/pick_up_the_butter_and_place_it_in_the_basket,cka,fail,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/06_pick_up_the_butter_and_place_it_in_the_basket/video_pick_up_the_butter_and_place_it_in_the_basket_cka_fail_01.mp4,1450591,/tmp/gr00t_final_eval/rollouts/videos/cka/06_pick_up_the_butter_and_place_it_in_the_basket/f5e67a74-03ca-45c2-bcd5-f419cf401221_s0.mp4,6,1
libero_sim/pick_up_the_butter_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/06_pick_up_the_butter_and_place_it_in_the_basket/video_pick_up_the_butter_and_place_it_in_the_basket_cka_success_02.mp4,296817,/tmp/gr00t_final_eval/rollouts/videos/cka/06_pick_up_the_butter_and_place_it_in_the_basket/2de23a9e-efc8-4083-ac79-e9e5bbbd4e38_s1.mp4,6,2
libero_sim/pick_up_the_butter_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/06_pick_up_the_butter_and_place_it_in_the_basket/video_pick_up_the_butter_and_place_it_in_the_basket_cka_success_03.mp4,342289,/tmp/gr00t_final_eval/rollouts/videos/cka/06_pick_up_the_butter_and_place_it_in_the_basket/079c689e-9554-4391-874a-396efa0b4e72_s1.mp4,6,3
libero_sim/pick_up_the_milk_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/07_pick_up_the_milk_and_place_it_in_the_basket/video_pick_up_the_milk_and_place_it_in_the_basket_cka_success_01.mp4,275959,/tmp/gr00t_final_eval/rollouts/videos/cka/07_pick_up_the_milk_and_place_it_in_the_basket/1c7ecc74-49d3-4156-bb21-51f5942966dd_s1.mp4,7,1
libero_sim/pick_up_the_milk_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/07_pick_up_the_milk_and_place_it_in_the_basket/video_pick_up_the_milk_and_place_it_in_the_basket_cka_success_02.mp4,308050,/tmp/gr00t_final_eval/rollouts/videos/cka/07_pick_up_the_milk_and_place_it_in_the_basket/3ec178de-5b0f-411e-88f3-e721f164d83e_s1.mp4,7,2
libero_sim/pick_up_the_milk_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/07_pick_up_the_milk_and_place_it_in_the_basket/video_pick_up_the_milk_and_place_it_in_the_basket_cka_success_03.mp4,304863,/tmp/gr00t_final_eval/rollouts/videos/cka/07_pick_up_the_milk_and_place_it_in_the_basket/a3a68418-0cdd-47fd-bb2c-d5ae7e5c6af0_s1.mp4,7,3
libero_sim/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/video_pick_up_the_chocolate_pudding_and_place_it_in_the_basket_cka_success_01.mp4,345646,/tmp/gr00t_final_eval/rollouts/videos/cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/7fc7b078-844b-4ade-af21-1b5b00c26293_s1.mp4,8,1
libero_sim/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/video_pick_up_the_chocolate_pudding_and_place_it_in_the_basket_cka_success_02.mp4,300343,/tmp/gr00t_final_eval/rollouts/videos/cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/b21d6ec9-f2cf-403d-92f4-ae388de098e6_s1.mp4,8,2
libero_sim/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,cka,success,/kaggle/working/gr00t_n1d7_libero_object_cka_lora_r16_3k/selected_videos/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/video_pick_up_the_chocolate_pudding_and_place_it_in_the_basket_cka_success_03.mp4,347666,/tmp/gr00t_final_eval/rollouts/videos/cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/a1d80150-97fc-4ceb-a903-9f0a34354f43_s1.mp4,8,3
